Codigo do IBGE,UF,Nome da cidade
2611533,PE,QUIXABA
2925931,BA,QUIXABEIRA
2311306,CE,QUIXADA
2311405,CE,QUIXERAMOBIM
2311504,CE,QUIXERE
2410603,RN,RAFAEL GODEIRO
2925956,BA,RAFAEL JAMBEIRO
3542107,SP,RAFARD
4121257,PR,RAMILANDIA
3542206,SP,RANCHARIA
4121307,PR,RANCHO ALEGRE
4214300,SC,RANCHO QUEIMADO
2109452,MA,RAPOSA
3153905,MG,RAPOSOS
3154002,MG,RAUL SOARES
4121406,PR,REALEZA
4121505,PR,REBOUCAS
2611606,PE,RECIFE
3154101,MG,RECREIO
2311603,CE,REDENCAO
1506138,PA,REDENCAO
3542305,SP,REDENCAO DA SERRA
2208700,PI,REDENCAO DO GURGUEIA
4315404,RS,REDENTORA
3154150,MG,REDUTO
2208809,PI,REGENERACAO
3542404,SP,REGENTE FEIJO
3542503,SP,REGINOPOLIS
3542602,SP,REGISTRO
4315453,RS,RELVADO
2926004,BA,REMANSO
4121604,PR,RENASCENCA
2311702,CE,RERIUTABA
3154200,MG,RESENDE COSTA
4121703,PR,RESERVA
5107156,MT,RESERVA DO CABACAL
4121752,PR,RESERVA DO IGUACU
3154309,MG,RESPLENDOR
3154408,MG,RESSAQUINHA
3542701,SP,RESTINGA
2926103,BA,RETIROLANDIA
2109502,MA,RIACHAO
2512747,PB,RIACHAO
2512754,PB,RIACHAO DO BACAMARTE
2805802,SE,RIACHAO DO DANTAS
2926301,BA,RIACHAO DO JACUIPE
2512762,PB,RIACHAO DO POCO
3154457,MG,RIACHINHO
1718550,TO,RIACHINHO
2410702,RN,RIACHO DA CRUZ
2611705,PE,RIACHO DAS ALMAS
2926400,BA,RIACHO DE SANTANA
2410801,RN,RIACHO DE SANTANA
2512804,PB,RIACHO DOS CAVALOS
3154507,MG,RIACHO DOS MACHADOS
2208858,PI,RIACHO FRIO
2410900,RN,RIACHUELO
5218607,GO,RIALMA
5218706,GO,RIANAPOLIS
2109551,MA,RIBAMAR FIQUENE
5007109,MS,RIBAS DO RIO PARDO
3542800,SP,RIBEIRA
2926509,BA,RIBEIRA DO AMPARO
2208874,PI,RIBEIRA DO PIAUI
2926608,BA,RIBEIRA DO POMBAL
2611804,PE,RIBEIRAO
3542909,SP,RIBEIRAO BONITO
5107180,MT,RIBEIRAO CASCALHEIRA
4121802,PR,RIBEIRAO CLARO
3543105,SP,RIBEIRAO CORRENTE
3154606,MG,RIBEIRAO DAS NEVES
4121901,PR,RIBEIRAO DO PINHAL
3543204,SP,RIBEIRAO DO SUL
3543238,SP,RIBEIRAO DOS INDIOS
3543253,SP,RIBEIRAO GRANDE
3543303,SP,RIBEIRAO PIRES
3543402,SP,RIBEIRAO PRETO
5107198,MT,RIBEIRAOZINHO
2208908,PI,RIBEIRO GONCALVES
2806008,SE,RIBEIROPOLIS
3543600,SP,RIFAINA
3543709,SP,RINCAO
3543808,SP,RINOPOLIS
4122008,PR,RIO AZUL
3204351,ES,RIO BANANAL
4122107,PR,RIO BOM
3304300,RJ,RIO BONITO
1200401,AC,RIO BRANCO
5107206,MT,RIO BRANCO
4122172,PR,RIO BRANCO DO IVAI
4122206,PR,RIO BRANCO DO SUL
5007208,MS,RIO BRILHANTE
3154903,MG,RIO CASCA
3304409,RJ,RIO CLARO
3543907,SP,RIO CLARO
1100262,RO,RIO CRESPO
1718659,TO,RIO DA CONCEICAO
3304508,RJ,RIO DAS FLORES
3304524,RJ,RIO DAS OSTRAS
3544004,SP,RIO DAS PEDRAS
3304557,RJ,RIO DE JANEIRO
2926806,BA,RIO DO ANTONIO
4214508,SC,RIO DO CAMPO
2408953,RN,RIO DO FOGO
4214607,SC,RIO DO OESTE
2926905,BA,RIO DO PIRES
3155108,MG,RIO DO PRADO
4214805,SC,RIO DO SUL
3155009,MG,RIO DOCE
1718709,TO,RIO DOS BOIS
4214706,SC,RIO DOS CEDROS
3155207,MG,RIO ESPERA
2611903,PE,RIO FORMOSO
4214904,SC,RIO FORTUNA
4315602,RS,RIO GRANDE
2209005,PI,RIO GRANDE DO PIAUI
2707701,AL,RIO LARGO
3155306,MG,RIO MANSO
1506161,PA,RIO MARIA
4215000,SC,RIO NEGRINHO
5007307,MS,RIO NEGRO
4122305,PR,RIO NEGRO
3155405,MG,RIO NOVO
3204401,ES,RIO NOVO DO SUL
3155504,MG,RIO PARANAIBA
4315701,RS,RIO PARDO
3155801,MG,RIO POMBA
3155900,MG,RIO PRETO
1303569,AM,RIO PRETO DA EVA
5218789,GO,RIO QUENTE
2927002,BA,RIO REAL
4215059,SC,RIO RUFINO
2512903,PB,RIO TINTO
5218805,GO,RIO VERDE
3156007,MG,RIO VERMELHO
3544202,SP,RIOLANDIA
4315750,RS,RIOZINHO
4215075,SC,RIQUEZA
3156106,MG,RITAPOLIS
3543501,SP,RIVERSUL
5007505,MS,ROCHEDO
3156205,MG,ROCHEDO DE MINAS
4215109,SC,RODEIO
4315909,RS,RODEIO BONITO
3156304,MG,RODEIRO
2927101,BA,RODELAS
2411007,RN,RODOLFO FERNANDES
1200427,AC,RODRIGUES ALVES
4315958,RS,ROLADOR
4122404,PR,ROLANDIA
3156403,MG,ROMARIA
4215208,SC,ROMELANDIA
4122503,PR,RONCADOR
4316105,RS,RONDA ALTA
4316204,RS,RONDINHA
5107578,MT,RONDOLANDIA
4122602,PR,RONDON
1506187,PA,RONDON DO PARA
5107602,MT,RONDONOPOLIS
4316303,RS,ROQUE GONZALES
1400472,RR,RORAINOPOLIS
3544251,SP,ROSANA
2806107,SE,ROSARIO DO CATETE
4122651,PR,ROSARIO DO IVAI
4316402,RS,ROSARIO DO SUL
5107701,MT,ROSARIO OESTE
3544301,SP,ROSEIRA
2707800,AL,ROTEIRO
3156502,MG,RUBELITA
3544400,SP,RUBIACEA
5218904,GO,RUBIATABA
3156601,MG,RUBIM
3544509,SP,RUBINEIA
1506195,PA,RUROPOLIS
2927200,BA,RUY BARBOSA
2411106,RN,RUY BARBOSA
3544608,SP,SABINO
3156809,MG,SABINOPOLIS
2311900,CE,SABOEIRO
3156908,MG,SACRAMENTO
4316428,RS,SAGRADA FAMILIA
3544707,SP,SAGRES
2612000,PE,SAIRE
4316436,RS,SALDANHA MARINHO
3544806,SP,SALES
3545001,SP,SALESOPOLIS
4215307,SC,SALETE
2612109,PE,SALGADINHO
2806206,SE,SALGADO
2513109,PB,SALGADO DE SAO FELIX
4122800,PR,SALGADO FILHO
2612208,PE,SALGUEIRO
3157005,MG,SALINAS
2927309,BA,SALINAS DA MARGARIDA
1506203,PA,SALINOPOLIS
2311959,CE,SALITRE
3545100,SP,SALMOURAO
2612307,PE,SALOA
4215356,SC,SALTINHO
3545209,SP,SALTO
3545308,SP,SALTO DE PIRAPORA
5107750,MT,SALTO DO CEU
4122909,PR,SALTO DO ITARARE
4123006,PR,SALTO DO LONTRA
3545407,SP,SALTO GRANDE
4215406,SC,SALTO VELOSO
2927408,BA,SALVADOR
4316477,RS,SALVADOR DAS MISSOES
1506302,PA,SALVATERRA
2109700,MA,SAMBAIBA
1718808,TO,SAMPAIO
4316600,RS,SANANDUVA
1718840,TO,SANDOLANDIA
3545506,SP,SANDOVALINA
4215455,SC,SANGAO
2612406,PE,SANHARO
3545605,SP,SANTA ADELIA
4123105,PR,SANTA AMELIA
2927507,BA,SANTA BARBARA
3157203,MG,SANTA BARBARA
3157252,MG,SANTA BARBARA DO LESTE
3157278,MG,SANTA BARBARA DO MONTE VERDE
1506351,PA,SANTA BARBARA DO PARA
4316709,RS,SANTA BARBARA DO SUL
3157302,MG,SANTA BARBARA DO TUGURIO
3545803,SP,SANTA BARBARA D'OESTE
3546009,SP,SANTA BRANCA
2927606,BA,SANTA BRIGIDA
5107248,MT,SANTA CARMEM
2513158,PB,SANTA CECILIA
4215505,SC,SANTA CECILIA
4123204,PR,SANTA CECILIA DO PAVAO
4316733,RS,SANTA CECILIA DO SUL
4316758,RS,SANTA CLARA DO SUL
3546108,SP,SANTA CLARA D'OESTE
2513208,PB,SANTA CRUZ
2612455,PE,SANTA CRUZ
2411205,RN,SANTA CRUZ
3546207,SP,SANTA CRUZ DA CONCEICAO
3546256,SP,SANTA CRUZ DA ESPERANCA
2927804,BA,SANTA CRUZ DA VITORIA
5219209,GO,SANTA CRUZ DE GOIAS
3157336,MG,SANTA CRUZ DE MINAS
4123303,PR,SANTA CRUZ DE MONTE CASTELO
3157377,MG,SANTA CRUZ DE SALINAS
1506401,PA,SANTA CRUZ DO ARARI
3157401,MG,SANTA CRUZ DO ESCALVADO
2209104,PI,SANTA CRUZ DO PIAUI
3546405,SP,SANTA CRUZ DO RIO PARDO
4316808,RS,SANTA CRUZ DO SUL
5107743,MT,SANTA CRUZ DO XINGU
2209153,PI,SANTA CRUZ DOS MILAGRES
3157500,MG,SANTA EFIGENIA DE MINAS
3546504,SP,SANTA ERNESTINA
4123402,PR,SANTA FE
5219258,GO,SANTA FE DE GOIAS
3157609,MG,SANTA FE DE MINAS
1718865,TO,SANTA FE DO ARAGUAIA
3546603,SP,SANTA FE DO SUL
2612554,PE,SANTA FILOMENA
2209203,PI,SANTA FILOMENA
2109759,MA,SANTA FILOMENA DO MARANHAO
3546702,SP,SANTA GERTRUDES
2109809,MA,SANTA HELENA
3156700,MG,SABARA
2513307,PB,SANTA HELENA
4123501,PR,SANTA HELENA
3157658,MG,SANTA HELENA DE MINAS
2927903,BA,SANTA INES
2109908,MA,SANTA INES
2513356,PB,SANTA INES
4123600,PR,SANTA INES
5219357,GO,SANTA ISABEL
3546801,SP,SANTA ISABEL
4123709,PR,SANTA ISABEL DO IVAI
1506500,PA,SANTA ISABEL DO PARA
4123808,PR,SANTA IZABEL DO OESTE
3157708,MG,SANTA JULIANA
3204500,ES,SANTA LEOPOLDINA
4123824,PR,SANTA LUCIA
3546900,SP,SANTA LUCIA
2209302,PI,SANTA LUZ
2707909,AL,SANTA LUZIA DO NORTE
1506559,PA,SANTA LUZIA DO PARA
2110039,MA,SANTA LUZIA DO PARUA
1100296,RO,SANTA LUZIA D'OESTE
3157906,MG,SANTA MARGARIDA
4316972,RS,SANTA MARGARIDA DO SUL
2409332,RN,SANTA MARIA
4316907,RS,SANTA MARIA
3547007,SP,SANTA MARIA DA SERRA
2928109,BA,SANTA MARIA DA VITORIA
1506583,PA,SANTA MARIA DAS BARREIRAS
3158003,MG,SANTA MARIA DE ITABIRA
3204559,ES,SANTA MARIA DE JETIBA
2612703,PE,SANTA MARIA DO CAMBUCA
4316956,RS,SANTA MARIA DO HERVAL
4123857,PR,SANTA MARIA DO OESTE
1506609,PA,SANTA MARIA DO PARA
3158201,MG,SANTA MARIA DO SUACUI
1718881,TO,SANTA MARIA DO TOCANTINS
3304607,RJ,SANTA MARIA MADALENA
4123907,PR,SANTA MARIANA
3547106,SP,SANTA MERCEDES
4123956,PR,SANTA MONICA
2110104,MA,SANTA QUITERIA DO MARANHAO
2110203,MA,SANTA RITA
2513703,PB,SANTA RITA
3159209,MG,SANTA RITA DE CALDAS
2928406,BA,SANTA RITA DE CASSIA
3159407,MG,SANTA RITA DE IBITIPOCA
3159357,MG,SANTA RITA DE MINAS
5219407,GO,SANTA RITA DO ARAGUAIA
3159506,MG,SANTA RITA DO ITUETO
5219456,GO,SANTA RITA DO NOVO DESTINO
5007554,MS,SANTA RITA DO PARDO
3159605,MG,SANTA RITA DO SAPUCAI
1718899,TO,SANTA RITA DO TOCANTINS
5107768,MT,SANTA RITA DO TRIVELATO
3547403,SP,SANTA RITA D'OESTE
4317202,RS,SANTA ROSA
5219506,GO,SANTA ROSA DE GOIAS
4215604,SC,SANTA ROSA DE LIMA
2806503,SE,SANTA ROSA DE LIMA
3547601,SP,SANTA ROSA DE VITERBO
2209377,PI,SANTA ROSA DO PIAUI
1200435,AC,SANTA ROSA DO PURUS
4215653,SC,SANTA ROSA DO SUL
3547650,SP,SANTA SALETE
3204609,ES,SANTA TERESA
2928505,BA,SANTA TERESINHA
2513802,PB,SANTA TERESINHA
4317251,RS,SANTA TEREZA
4124020,PR,SANTA TEREZA DO OESTE
1719004,TO,SANTA TEREZA DO TOCANTINS
5107776,MT,SANTA TEREZINHA
2612802,PE,SANTA TEREZINHA
4215679,SC,SANTA TEREZINHA
5219704,GO,SANTA TEREZINHA DE GOIAS
4124053,PR,SANTA TEREZINHA DE ITAIPU
4215687,SC,SANTA TEREZINHA DO PROGRESSO
1720002,TO,SANTA TEREZINHA DO TOCANTINS
3159803,MG,SANTA VITORIA
2928000,BA,SANTALUZ
1600600,AP,SANTANA
2928208,BA,SANTANA
4317004,RS,SANTANA DA BOA VISTA
3158300,MG,SANTANA DA VARGEM
3158409,MG,SANTANA DE CATAGUASES
2513505,PB,SANTANA DE MANGUEIRA
3547304,SP,SANTANA DE PARNAIBA
3158508,MG,SANTANA DE PIRAPAMA
2312007,CE,SANTANA DO ACARAU
1506708,PA,SANTANA DO ARAGUAIA
2312106,CE,SANTANA DO CARIRI
3158607,MG,SANTANA DO DESERTO
3158706,MG,SANTANA DO GARAMBEU
2708006,AL,SANTANA DO IPANEMA
4124004,PR,SANTANA DO ITARARE
3158805,MG,SANTANA DO JACARE
3158904,MG,SANTANA DO MANHUACU
2110237,MA,SANTANA DO MARANHAO
2411403,RN,SANTANA DO MATOS
2708105,AL,SANTANA DO MUNDAU
2209351,PI,SANTANA DO PIAUI
3159001,MG,SANTANA DO RIACHO
2806404,SE,SANTANA DO SAO FRANCISCO
2411429,RN,SANTANA DO SERIDO
2513604,PB,SANTANA DOS GARROTES
3159100,MG,SANTANA DOS MONTES
2928307,BA,SANTANOPOLIS
1506807,PA,SANTAREM
1506906,PA,SANTAREM NOVO
4317400,RS,SANTIAGO
4215695,SC,SANTIAGO DO SUL
5107263,MT,SANTO AFONSO
2928604,BA,SANTO AMARO
2806602,SE,SANTO AMARO DAS BROTAS
2110278,MA,SANTO AMARO DO MARANHAO
3547700,SP,SANTO ANASTACIO
2513851,PB,SANTO ANDRE
3547809,SP,SANTO ANDRE
4317509,RS,SANTO ANGELO
2411502,RN,SANTO ANTONIO
3547908,SP,SANTO ANTONIO DA ALEGRIA
5219712,GO,SANTO ANTONIO DA BARRA
4317608,RS,SANTO ANTONIO DA PATRULHA
4317707,RS,SANTO ANTONIO DAS MISSOES
5219738,GO,SANTO ANTONIO DE GOIAS
3157807,MG,SANTA LUZIA
3304706,RJ,SANTO ANTONIO DE PADUA
3548005,SP,SANTO ANTONIO DE POSSE
3159902,MG,SANTO ANTONIO DO AMPARO
3548054,SP,SANTO ANTONIO DO ARACANGUA
3160009,MG,SANTO ANTONIO DO AVENTUREIRO
4124202,PR,SANTO ANTONIO DO CAIUA
5219753,GO,SANTO ANTONIO DO DESCOBERTO
3160108,MG,SANTO ANTONIO DO GRAMA
1303700,AM,SANTO ANTONIO DO ICA
3160207,MG,SANTO ANTONIO DO ITAMBE
3160306,MG,SANTO ANTONIO DO JACINTO
3548104,SP,SANTO ANTONIO DO JARDIM
5107792,MT,SANTO ANTONIO DO LESTE
5107800,MT,SANTO ANTONIO DO LEVERGER
4317558,RS,SANTO ANTONIO DO PALMA
3548203,SP,SANTO ANTONIO DO PINHAL
4317756,RS,SANTO ANTONIO DO PLANALTO
3160454,MG,SANTO ANTONIO DO RETIRO
3160504,MG,SANTO ANTONIO DO RIO ABAIXO
4124400,PR,SANTO ANTONIO DO SUDOESTE
1507003,PA,SANTO ANTONIO DO TAUA
2110302,MA,SANTO ANTONIO DOS LOPES
2209450,PI,SANTO ANTONIO DOS MILAGRES
4317806,RS,SANTO AUGUSTO
4317905,RS,SANTO CRISTO
2928802,BA,SANTO ESTEVAO
3548302,SP,SANTO EXPEDITO
4317954,RS,SANTO EXPEDITO DO SUL
3160603,MG,SANTO HIPOLITO
4124509,PR,SANTO INACIO
3548500,SP,SANTOS
3160702,MG,SANTOS DUMONT
2312304,CE,SAO BENEDITO
2110401,MA,SAO BENEDITO DO RIO PRETO
2612901,PE,SAO BENEDITO DO SUL
2513927,PB,SAO BENTINHO
2110500,MA,SAO BENTO
2513901,PB,SAO BENTO
3160801,MG,SAO BENTO ABADE
2411601,RN,SAO BENTO DO NORTE
3548609,SP,SAO BENTO DO SAPUCAI
4215802,SC,SAO BENTO DO SUL
1720101,TO,SAO BENTO DO TOCANTINS
2411700,RN,SAO BENTO DO TRAIRI
2613008,PE,SAO BENTO DO UNA
4215752,SC,SAO BERNARDINO
4215901,SC,SAO BONIFACIO
4318002,RS,SAO BORJA
2708204,AL,SAO BRAS
1507102,PA,SAO CAETANO DE ODIVELAS
3548807,SP,SAO CAETANO DO SUL
2613107,PE,SAO CAITANO
3548906,SP,SAO CARLOS
4124608,PR,SAO CARLOS DO IVAI
2806701,SE,SAO CRISTOVAO
4216057,SC,SAO CRISTOVAO DO SUL
2928901,BA,SAO DESIDERIO
2928950,BA,SAO DOMINGOS
5219803,GO,SAO DOMINGOS
4216107,SC,SAO DOMINGOS
2806800,SE,SAO DOMINGOS
1507151,PA,SAO DOMINGOS DO ARAGUAIA
2110658,MA,SAO DOMINGOS DO AZEITAO
1507201,PA,SAO DOMINGOS DO CAPIM
2513943,PB,SAO DOMINGOS DO CARIRI
2110708,MA,SAO DOMINGOS DO MARANHAO
3204658,ES,SAO DOMINGOS DO NORTE
3161007,MG,SAO DOMINGOS DO PRATA
4318051,RS,SAO DOMINGOS DO SUL
2929107,BA,SAO FELIPE
1101484,RO,SAO FELIPE D'OESTE
2929008,BA,SAO FELIX
2110807,MA,SAO FELIX DE BALSAS
3161056,MG,SAO FELIX DE MINAS
2929057,BA,SAO FELIX DO CORIBE
2209609,PI,SAO FELIX DO PIAUI
1507300,PA,SAO FELIX DO XINGU
2411809,RN,SAO FERNANDO
3304805,RJ,SAO FIDELIS
3161106,MG,SAO FRANCISCO
2513984,PB,SAO FRANCISCO
2806909,SE,SAO FRANCISCO
3549003,SP,SAO FRANCISCO
2209658,PI,SAO FRANCISCO DE ASSIS DO PIAUI
5219902,GO,SAO FRANCISCO DE GOIAS
3304755,RJ,SAO FRANCISCO DE ITABAPOANA
3161205,MG,SAO FRANCISCO DE PAULA
4318200,RS,SAO FRANCISCO DE PAULA
2110856,MA,SAO FRANCISCO DO BREJAO
2929206,BA,SAO FRANCISCO DO CONDE
3161403,MG,SAO FRANCISCO DO GLORIA
1101492,RO,SAO FRANCISCO DO GUAPORE
2110906,MA,SAO FRANCISCO DO MARANHAO
2411908,RN,SAO FRANCISCO DO OESTE
1507409,PA,SAO FRANCISCO DO PARA
2209708,PI,SAO FRANCISCO DO PIAUI
4216206,SC,SAO FRANCISCO DO SUL
2929255,BA,SAO GABRIEL
4318309,RS,SAO GABRIEL
1303809,AM,SAO GABRIEL DA CACHOEIRA
3204708,ES,SAO GABRIEL DA PALHA
5007695,MS,SAO GABRIEL DO OESTE
3161502,MG,SAO GERALDO
3161601,MG,SAO GERALDO DA PIEDADE
3161650,MG,SAO GERALDO DO BAIXIO
3304904,RJ,SAO GONCALO
3161700,MG,SAO GONCALO DO ABAETE
2312403,CE,SAO GONCALO DO AMARANTE
2209757,PI,SAO GONCALO DO GURGUEIA
3161809,MG,SAO GONCALO DO PARA
2209807,PI,SAO GONCALO DO PIAUI
3161908,MG,SAO GONCALO DO RIO ABAIXO
3125507,MG,SAO GONCALO DO RIO PRETO
3162005,MG,SAO GONCALO DO SAPUCAI
2929305,BA,SAO GONCALO DOS CAMPOS
3162104,MG,SAO GOTARDO
4318408,RS,SAO JERONIMO
4124707,PR,SAO JERONIMO DA SERRA
2613206,PE,SAO JOAO
4124806,PR,SAO JOAO
2111003,MA,SAO JOAO BATISTA
3162203,MG,SAO JOAO BATISTA DO GLORIA
3305000,RJ,SAO JOAO DA BARRA
3549102,SP,SAO JOAO DA BOA VISTA
2209856,PI,SAO JOAO DA CANABRAVA
2209872,PI,SAO JOAO DA FRONTEIRA
3162252,MG,SAO JOAO DA LAGOA
3162302,MG,SAO JOAO DA MATA
5220058,GO,SAO JOAO DA PARAUNA
1507466,PA,SAO JOAO DA PONTA
3162401,MG,SAO JOAO DA PONTE
2209906,PI,SAO JOAO DA SERRA
4318424,RS,SAO JOAO DA URTIGA
3549201,SP,SAO JOAO DAS DUAS PONTES
3162450,MG,SAO JOAO DAS MISSOES
3549250,SP,SAO JOAO DE IRACEMA
3305109,RJ,SAO JOAO DE MERITI
1507474,PA,SAO JOAO DE PIRABAS
3162500,MG,SAO JOAO DEL REI
1507508,PA,SAO JOAO DO ARAGUAIA
2209971,PI,SAO JOAO DO ARRAIAL
4124905,PR,SAO JOAO DO CAIUA
2514008,PB,SAO JOAO DO CARIRI
2111029,MA,SAO JOAO DO CARU
4216354,SC,SAO JOAO DO ITAPERIU
4125001,PR,SAO JOAO DO IVAI
3162559,MG,SAO JOAO DO MANHUACU
4216255,SC,SAO JOAO DO OESTE
3162609,MG,SAO JOAO DO ORIENTE
3162658,MG,SAO JOAO DO PACUI
2111052,MA,SAO JOAO DO PARAISO
3162708,MG,SAO JOAO DO PARAISO
3549300,SP,SAO JOAO DO PAU D'ALHO
2210003,PI,SAO JOAO DO PIAUI
4318432,RS,SAO JOAO DO POLESINE
2500700,PB,SAO JOAO DO RIO DO PEIXE
2412104,RN,SAO JOAO DO SABUGI
2111078,MA,SAO JOAO DO SOTER
4216404,SC,SAO JOAO DO SUL
2514107,PB,SAO JOAO DO TIGRE
4125100,PR,SAO JOAO DO TRIUNFO
3162807,MG,SAO JOAO EVANGELISTA
3162906,MG,SAO JOAO NEPOMUCENO
4216503,SC,SAO JOAQUIM
2613305,PE,SAO JOAQUIM DO MONTE
4318440,RS,SAO JORGE
4125308,PR,SAO JORGE DO IVAI
4125357,PR,SAO JORGE DO PATROCINIO
4125209,PR,SAO JORGE D'OESTE
4216602,SC,SAO JOSE
3162948,MG,SAO JOSE DA BARRA
3549508,SP,SAO JOSE DA BELA VISTA
4125407,PR,SAO JOSE DA BOA VISTA
2613404,PE,SAO JOSE DA COROA GRANDE
2514206,PB,SAO JOSE DA LAGOA TAPADA
2708303,AL,SAO JOSE DA LAJE
3162955,MG,SAO JOSE DA LAPA
3163102,MG,SAO JOSE DA VARGINHA
2929354,BA,SAO JOSE DA VITORIA
4318457,RS,SAO JOSE DAS MISSOES
4125456,PR,SAO JOSE DAS PALMEIRAS
2514305,PB,SAO JOSE DE CAIANA
2514404,PB,SAO JOSE DE ESPINHARAS
2412203,RN,SAO JOSE DE MIPIBU
2514503,PB,SAO JOSE DE PIRANHAS
2514552,PB,SAO JOSE DE PRINCESA
2111201,MA,SAO JOSE DE RIBAMAR
3305133,RJ,SAO JOSE DE UBA
3163201,MG,SAO JOSE DO ALEGRE
3549607,SP,SAO JOSE DO BARREIRO
2514602,PB,SAO JOSE DO BONFIM
3204807,ES,SAO JOSE DO CALCADO
2412302,RN,SAO JOSE DO CAMPESTRE
4216701,SC,SAO JOSE DO CEDRO
4216800,SC,SAO JOSE DO CERRITO
3163300,MG,SAO JOSE DO DIVINO
2210052,PI,SAO JOSE DO DIVINO
2613602,PE,SAO JOSE DO EGITO
3163409,MG,SAO JOSE DO GOIABAL
4318465,RS,SAO JOSE DO HERVAL
4318481,RS,SAO JOSE DO HORTENCIO
4318499,RS,SAO JOSE DO INHACORA
2929370,BA,SAO JOSE DO JACUIPE
3163607,MG,SAO JOSE DO MANTIMENTO
4318507,RS,SAO JOSE DO NORTE
4318606,RS,SAO JOSE DO OURO
2210102,PI,SAO JOSE DO PEIXE
5107297,MT,SAO JOSE DO POVO
5107305,MT,SAO JOSE DO RIO CLARO
3549706,SP,SAO JOSE DO RIO PARDO
3549805,SP,SAO JOSE DO RIO PRETO
2514701,PB,SAO JOSE DO SABUGI
2412401,RN,SAO JOSE DO SERIDO
4318614,RS,SAO JOSE DO SUL
5107354,MT,SAO JOSE DO XINGU
4318622,RS,SAO JOSE DOS AUSENTES
2111250,MA,SAO JOSE DOS BASILIOS
3549904,SP,SAO JOSE DOS CAMPOS
2514800,PB,SAO JOSE DOS CORDEIROS
4125506,PR,SAO JOSE DOS PINHAIS
2514453,PB,SAO JOSE DOS RAMOS
2210300,PI,SAO JULIAO
4318705,RS,SAO LEOPOLDO
3163706,MG,SAO LOURENCO
2613701,PE,SAO LOURENCO DA MATA
3549953,SP,SAO LOURENCO DA SERRA
4216909,SC,SAO LOURENCO DO OESTE
2210359,PI,SAO LOURENCO DO PIAUI
4318804,RS,SAO LOURENCO DO SUL
4217006,SC,SAO LUDGERO
2312601,CE,SAO LUIS DO CURU
3550001,SP,SAO LUIS DO PARAITINGA
2210375,PI,SAO LUIS DO PIAUI
2708501,AL,SAO LUIS DO QUITUNDE
2111409,MA,SAO LUIS GONZAGA DO MARANHAO
5220157,GO,SAO LUIZ DO NORTE
4318903,RS,SAO LUIZ GONZAGA
2514909,PB,SAO MAMEDE
3550100,SP,SAO MANUEL
4319000,RS,SAO MARCOS
4319109,RS,SAO MARTINHO
4217105,SC,SAO MARTINHO
4319125,RS,SAO MARTINHO DA SERRA
3204906,ES,SAO MATEUS
2111508,MA,SAO MATEUS DO MARANHAO
2111300,MA,SAO LUIS
2412500,RN,SAO MIGUEL
2210383,PI,SAO MIGUEL DA BAIXA GRANDE
4217154,SC,SAO MIGUEL DA BOA VISTA
2929404,BA,SAO MIGUEL DAS MATAS
4319158,RS,SAO MIGUEL DAS MISSOES
2515005,PB,SAO MIGUEL DE TAIPU
2807006,SE,SAO MIGUEL DO ALEIXO
3163805,MG,SAO MIGUEL DO ANTA
5220207,GO,SAO MIGUEL DO ARAGUAIA
2210391,PI,SAO MIGUEL DO FIDALGO
2412559,RN,SAO MIGUEL DO GOSTOSO
1507607,PA,SAO MIGUEL DO GUAMA
4125704,PR,SAO MIGUEL DO IGUACU
4217204,SC,SAO MIGUEL DO OESTE
2210409,PI,SAO MIGUEL DO TAPUIO
1720200,TO,SAO MIGUEL DO TOCANTINS
2708600,AL,SAO MIGUEL DOS CAMPOS
2708709,AL,SAO MIGUEL DOS MILAGRES
4319208,RS,SAO NICOLAU
5220280,GO,SAO PATRICIO
3550308,SP,SAO PAULO
4319307,RS,SAO PAULO DAS MISSOES
1303908,AM,SAO PAULO DE OLIVENCA
2412609,RN,SAO PAULO DO POTENGI
2412708,RN,SAO PEDRO
3550407,SP,SAO PEDRO
2111532,MA,SAO PEDRO DA AGUA BRANCA
3305208,RJ,SAO PEDRO DA ALDEIA
5107404,MT,SAO PEDRO DA CIPA
4319356,RS,SAO PEDRO DA SERRA
4319372,RS,SAO PEDRO DO BUTIA
4125753,PR,SAO PEDRO DO IGUACU
4125803,PR,SAO PEDRO DO IVAI
4125902,PR,SAO PEDRO DO PARANA
3164100,MG,SAO PEDRO DO SUACUI
4319406,RS,SAO PEDRO DO SUL
3550506,SP,SAO PEDRO DO TURVO
2111573,MA,SAO PEDRO DOS CRENTES
3164001,MG,SAO PEDRO DOS FERROS
2412807,RN,SAO RAFAEL
2111607,MA,SAO RAIMUNDO DAS MANGABEIRAS
2111631,MA,SAO RAIMUNDO DO DOCA BEZERRA
2210607,PI,SAO RAIMUNDO NONATO
2111672,MA,SAO ROBERTO
3164209,MG,SAO ROMAO
3550605,SP,SAO ROQUE
3204955,ES,SAO ROQUE DO CANAA
2708808,AL,SAO SEBASTIAO
3550704,SP,SAO SEBASTIAO
4126009,PR,SAO SEBASTIAO DA AMOREIRA
3164407,MG,SAO SEBASTIAO DA BELA VISTA
1507706,PA,SAO SEBASTIAO DA BOA VISTA
3550803,SP,SAO SEBASTIAO DA GRAMA
3164431,MG,SAO SEBASTIAO DA VARGEM ALEGRE
2515104,PB,SAO SEBASTIAO DE LAGOA DE ROCA
3305307,RJ,SAO SEBASTIAO DO ALTO
3164472,MG,SAO SEBASTIAO DO ANTA
